college_id,college_name,state,district,college_type,peer_group,is_college,campus_area_acres,greenery_score,classroom_score,labs_score,library_score,internet_score,hostel_score,sports_score,faculty_score,practical_score,mentoring_score,placements_score,research_score,values_score,nirf_score,naac_cgpa,nba_score,overall_base_score,class_size,attention_score,teaching_pace,doubt_solving_rate,teacher_responsiveness,lecture_prac_ratio,freedom_vs_pressure,mental_health,anti_ragging,complaint_time,hostel_quality,canteen_hygiene,disabled_accessibility,first_gen_inclusion,syllabus_update,industry_projects,interdisciplinary,peer_learning,research_papers,innovation_hackathons,placement_rate,internship_rate,startup_creation,higher_studies,alumni_success,salary_dist,dropout_rate,pass_rate_trend,data_completeness,audit_confidence,response_consistency,anomaly_flags,evidence_verification,bias_detection
TS011,Badruka College of Commerce and Arts,Telangana,Hyderabad,Degree,Management,True,5.0,55.0,66.90895180931582,67.44077795431699,68.21860471348548,68.17203747992764,59.709434144792844,74.81077545940269,65.07084437670123,69.1270662218113,67.8188781091198,72.79051806329608,53.285376358696,75.34545888957675,52.0,3.01,48.0,66.2258932987322,53.23009652387836,74.09981647388527,66.17468060387077,68.80462565706395,75.6551441602737,57.22661791206332,79.91079907738767,63.31236068451648,91.66167532117396,68.34979294705687,59.709434144792844,70.23925813150062,64.51574709717559,75.07975738490407,66.08427142886893,69.49855188162046,64.67508728669802,72.8410995058847,76.0473169982152,64.12080831382495,72.79051806329608,67.79051806329608,20.46482029182487,7.81880290843573,76.12149196303642,70.82801699473096,2.9798023200515775,68.29895807484476,94.99766002198625,73.03699193765235,87.24172692839673,0.6133673480599205,79.24732450257132,87.15881151871814
TS012,Loyola Academy Degree and PG College,Telangana,Medchal,Degree,Arts,True,97.0,90.0,73.2570672032626,73.24720524351865,72.0464667228334,75.82524648112715,66.18200734757816,72.99684589505564,75.8182943814671,73.65633076243427,79.51900875399478,83.70111531802844,71.70343788134761,67.37783615433999,66.0,3.32,60.0,72.882260831981,65.37429770139077,73.43002451382661,63.73812870722164,82.78599391274516,80.53675095485114,66.01550002343919,77.40515697115275,56.1817701970611,95.41534218717243,78.96031058291871,66.18200734757816,80.05390692002868,82.0972942329309,80.24462412340078,76.17407236291383,79.83572188443102,73.12951254657268,82.47150440026044,56.135433554478,75.29212069102861,83.70111531802844,78.70111531802844,31.801136412096607,11.869597682138037,76.04526510774609,72.70451439989954,2.835845672885824,71.31867554928903,94.6287781303859,83.39546614414029,85.90370974355555,3.9203045382035357,82.28891726224143,93.16486828415788
TS013,International Institute of Information Technology (IIIT Hyderabad),Telangana,Hyderabad,University,Engineering,True,66.0,85.0,91.76972095037839,91.28283451780985,91.5985104267349,89.49185721814048,90.82574763124377,100.0,91.02823257821434,95.16684403637643,100.0,92.24992210813723,100.0,70.03193803976265,90.0,3.65,95.0,90.40750404968777,77.81896225864926,95.75100562473159,72.45686690065938,92.73747727245366,89.50383424048316,60.75791549964353,77.17889167216019,86.89510855202664,88.73350877975257,90.74608732911113,90.82574763124377,94.96238306791527,100.0,76.66424743115815,89.99423642765753,94.89679459833556,99.16519238854353,98.58396123325024,74.48147787820088,91.67962015004069,92.24992210813723,87.24992210813723,27.87485600259813,13.662437390423708,98.41763998414142,84.4643961073019,0.8811347067198099,70.85722923283198,95.57462120515198,97.48301928256302,89.3123453045846,0.9908951541142663,96.33967199898682,93.52705620969304
TS014,Indian Institute of Technology (IIT Hyderabad),Telangana,Sangareddy,University,Engineering,True,576.0,95.0,94.68445559412508,96.70285837833963,95.20709604525946,94.0618056595263,82.75356202099164,92.2802780166429,92.77807998304455,94.3868187483175,95.29992487195935,100.0,96.87257727610759,64.07489332090783,92.0,3.8,96.0,89.87023639121783,66.78402875296634,97.20151183832868,63.55146021638748,98.39546369054176,93.35849345621895,45.90046509985555,73.64162179709713,90.73569458891619,89.08928948325669,93.8127345750835,82.75356202099164,88.40457260555769,100.0,79.78274682745537,94.49934653184468,96.78570962214437,85.07248631344206,92.42286791247179,66.9005554038379,97.82371129245203,100.0,95.0,27.69670326209303,15.662848549478262,95.48395289975821,98.61411703335511,1.2959830861639408,74.67419190929654,98.3405608415755,100.0,90.96196928208086,0.8665437994795805,91.97957444461849,92.15586487617315
TS015,National Institute of Technology (NIT Warangal),Telangana,Warangal,University,Engineering,True,248.0,90.0,89.5155076480807,89.97696697292228,87.206968908203,89.43097471277159,92.01219195986148,89.42701156014213,88.95278467249503,89.25531574934352,86.41296433408172,93.61439833458802,82.66864433497877,72.31688140595314,85.0,3.7,88.0,85.70295549621555,60.282553715100455,86.48032661739929,67.37485734282672,86.96751603033725,81.41679531164394,63.82895095161692,71.85237460222656,89.79736201958795,87.87417239077283,97.47691812738334,92.01219195986148,84.10132026075183,82.99912286244243,75.03157540078668,82.79823279031102,96.66313946196564,94.22640434461198,92.40298065153902,74.0391119222422,98.0563384077956,93.61439833458802,88.61439833458802,28.278175848768363,13.654870843866739,93.7490363217443,92.95346350688523,4.701103138754593,76.2436113015951,94.20593840084256,88.55278046616081,82.45901146842812,2.5630662402681432,94.57837335530952,91.79650251796821
TS016,Sreenidhi Institute of Science and Technology (SNIST),Telangana,Medchal,Autonomous,Engineering,True,33.0,78.0,77.2895804321174,79.5335982757297,77.31310865027942,72.93445023601643,74.6353157378288,75.38581709443604,76.31539087432998,78.36676354383266,74.46935895654319,71.353506385391,73.87742234179305,68.7743830731562,62.0,3.1,75.0,75.52622550320653,41.096277522912416,77.53830884444359,77.7227368979422,86.11342590083581,73.43520998671735,54.61288103450932,61.12463175648607,71.66913525189605,90.80927272223342,70.94351832606625,74.6353157378288,72.1253505899808,61.17067466488515,84.63188373916623,72.6879622209835,75.8267182429351,64.43983947221332,74.67058560215371,67.20408846482472,75.94354576519585,71.353506385391,66.353506385391,26.439197546567534,22.1953754174311,77.93084377107742,81.77298725887746,3.946104109943138,77.84853940761349,94.92658560876201,82.03644762502022,91.21902785788497,0.5411521841843409,71.18148961185558,87.47561954071605
TS017,Institute of Aeronautical Engineering (IARE),Telangana,Medchal,Autonomous,Engineering,True,17.0,72.0,76.122164437986,68.20656864811848,76.72491178869622,70.9537484669491,62.58385593558146,84.56962094004419,72.79797204157254,82.6305438817681,78.88542451725337,72.00927147606782,70.4900611943795,70.72622763798145,60.0,3.2,72.0,75.26400519328651,75.2630319998644,75.18758856683557,71.41034096877168,73.20048165160676,72.79777185658145,73.04592085678324,70.0296428063798,64.8400218296146,87.74197133754525,70.23117423081919,62.58385593558146,63.98952001978618,68.99699753338817,87.49210137825162,72.38020221829751,77.5220583427805,56.127460892594996,77.27324523586351,66.38647295630886,71.59279988554745,72.00927147606782,67.00927147606782,24.876213205596727,12.520873730939861,64.50450032044658,79.53348764703162,2.743017561348193,73.43028772626074,93.06762925585512,70.12056993557147,88.67167812120417,0.4793976885054274,75.81266590696416,85.85171518172152
TS018,CVR College of Engineering,Telangana,Ranga Reddy,Autonomous,Engineering,True,33.0,80.0,79.993871618492,76.82365945156882,75.02620931230895,72.45744256590541,70.64038523383068,88.4538830771774,76.92223229948208,78.69844739000482,75.95101256585221,91.22989305719014,81.83006293307855,65.67362731120724,63.0,3.18,78.0,77.02949778271298,57.26384945295376,74.92877728314545,71.1669758262608,74.19509602947426,77.75526609344679,74.52088132039314,59.49097512796669,61.97482610326347,88.06736577881077,73.81602219946085,70.64038523383068,83.99232937372966,86.0136737601187,84.72161176059132,75.2069029194598,75.56843296606593,65.28976751740761,81.12696091219127,75.91054604808785,83.42998682339142,91.22989305719014,86.22989305719014,24.70084419326483,14.291104268998016,76.68018211424254,82.35138545304257,1.029784377902521,78.68028066869188,94.95900887565433,74.76545092818522,81.7461827420378,4.45389643238348,83.79085193309628,95.02405400022418
TS019,Vardhaman College of Engineering,Telangana,Ranga Reddy,Autonomous,Engineering,True,14.0,75.0,72.92949174041568,77.87339184532335,77.02189720207434,71.14275214535868,73.31663975171959,81.55936041530235,70.51913856212045,76.04938182970456,70.54244138779714,72.08209751536594,68.62139953511817,72.86271722727682,61.0,3.24,75.0,72.45064596039863,56.77977371361865,70.75790937515796,70.41243650659968,70.41214908693428,75.71521287133564,71.3138676195831,69.3663676720959,67.37880805359833,91.49376141286228,63.85765290584227,73.31663975171959,74.68408728298934,100.0,79.38661889442639,73.64262489885101,78.71803500049842,81.87199600918777,79.89987137773655,47.44393121416449,77.81699418831373,72.08209751536594,67.08209751536594,32.38245710239169,18.112205233797326,69.381592346913,76.69097774651168,1.219312748658933,81.1640184463443,93.08823482394415,77.2969745387681,85.42665999402446,1.4232521656140436,81.94460258344198,90.31037149468109
TS020,G Narayanamma Institute of Technology and Science (GNITS),Telangana,Hyderabad,Autonomous,Engineering,True,12.0,76.0,69.9316463874801,71.88796280841396,77.16498587942847,80.41865390303687,67.25564364355364,77.14446443890347,70.85526247941277,76.27512069477808,79.3476911424965,75.82520750431928,71.50579176433719,63.22122761022369,59.0,3.1,74.0,70.97797797722787,53.516415863750744,83.79055458107169,70.58339913373706,71.9907689333976,73.74091220032804,44.025723788334375,61.8867224628783,80.88271791237163,89.43007030245359,84.45365088050603,67.25564364355364,72.52326080751972,76.71217043046803,83.20447079271062,66.9822372533418,77.02469661826787,72.70608107163429,82.94415557406059,79.64679394163618,70.33154157226599,75.82520750431928,70.82520750431928,28.726415855882742,13.688427372095024,71.38218709481582,77.18261950522721,2.2972306443361816,82.69232657014263,95.68124405698242,78.82263568354402,90.70194124856631,0.5280239543395016,80.1344203771892,94.25839041844486
TS021,MVSR Engineering College,Telangana,Ranga Reddy,Autonomous,Engineering,True,18.0,74.0,76.21616638465468,71.26617868088854,71.88125185508265,71.84786417548679,80.12797264881078,56.99453130420069,69.1291669530327,74.0221633711672,68.65771906033798,73.70839821364441,69.24354678178054,66.05388334724519,58.0,3.05,70.0,71.32568037733476,60.64468926102673,75.14074638878907,68.10986843975198,71.18722106412505,71.33694033338452,59.92563653354411,56.07744347732462,70.69243134369023,88.19599508221282,78.30767537405525,80.12797264881078,72.95526737821237,83.36053123375724,74.94498103142546,70.88584007643772,66.78770756271295,65.76885274642405,79.00842169803437,81.87490577922495,67.2593335259777,73.70839821364441,68.70839821364441,22.62516699504815,14.619021639880254,74.34242256723913,62.441138418781044,0.8969999184715616,77.44813071936201,91.10192286216414,73.21281037544452,88.48627542567652,1.3549174070786547,73.43312761782467,88.90272984285741
TS022,Kakatiya Institute of Technology and Science (KITS),Telangana,Warangal,Autonomous,Engineering,True,65.0,82.0,66.65471776847409,77.97320624850302,76.46189779161716,69.75873233683912,71.63383584250911,65.60831666749479,72.87102897943734,71.00723030626251,67.65105871364659,72.55332505873508,66.20551194956782,68.04904358197747,55.0,3.12,68.0,69.43869170485158,69.4967990281636,67.07346203682134,83.880183998191,66.69976146869858,77.46172109271438,49.834893780933065,69.99189413970707,62.07843109217584,88.62508531384859,75.00678618177774,71.63383584250911,76.49913398614406,82.52419763964514,77.97571833829076,71.55276566721366,68.08961063165819,63.05069812455183,68.41479637708532,61.62426693015871,73.2480281550747,72.55332505873508,67.55332505873508,17.931221187412156,14.768231487096172,77.0641004981981,78.73146641444475,1.9148159234733342,68.01563545358607,95.91966061292965,64.73028699917,91.33046234764804,0.06923822986983963,80.3252012823096,84.8191035432706
TS023,"BITS Pilani, Hyderabad Campus",Telangana,Medchal,University,Engineering,True,200.0,92.0,92.68165799336245,85.44694406289915,90.19889205848021,89.07194846576117,89.08505585959851,87.8813682954784,93.14940541958636,90.58596540628109,97.09672889401507,88.04805673158889,91.45696403973332,69.64198911663682,88.0,3.75,90.0,88.63501727859489,56.722575833332364,92.16157670233773,67.60661216648329,79.3521386513707,76.74852750730277,72.72422160284049,79.84206766303757,99.09872757004757,89.9298870068713,82.53682599001054,89.08505585959851,84.90208078674499,91.0913961228905,74.96480887857446,93.9457241689216,100.0,89.86968420438106,90.95654501320722,71.05033021525568,97.73216948078026,88.04805673158889,83.04805673158889,29.895587099213806,13.55417800794694,90.92469635469816,86.48573082606488,2.6468751731218187,67.7876657457717,97.17417437850487,91.5823558354573,91.47640258190204,2.5500529112953267,90.45520116486409,86.36304771512413
TS024,Mahindra University,Telangana,Medchal,University,Engineering,True,130.0,85.0,73.21196216035258,71.11198245216083,71.73644388759922,77.01761173726962,66.32600851131187,81.4417060019175,73.01110185909074,72.14786477660542,73.88876341456042,79.68353595878153,71.33588042841389,70.2052607099968,65.0,2.9,65.0,72.16330526175616,66.96207461836084,80.41210725808475,67.51923753128455,71.82311193769536,75.30437791569007,64.70649586104072,58.3141975522244,62.87513362393932,87.12325241614823,73.96088905639812,66.32600851131187,69.19483048186608,82.65632580077519,71.97433399270791,70.26084390841673,74.33055594244269,71.94608317516087,71.18142450856759,63.93251157352435,73.99478091290456,79.68353595878153,74.68353595878153,23.820106158933562,15.759407416446457,72.35368446230575,84.86701780004964,2.9882046397335724,70.96443239679338,95.18902298673514,78.49606127442242,91.64416442349334,3.462767726489524,80.0693547908823,90.12556342734743
TS025,Maturi Venkata Subba Rao (MVSR) Engineering College,Telangana,Ranga Reddy,Autonomous,Engineering,True,18.0,75.0,68.91662149416877,70.84731913380638,72.05647528974315,72.73979232712396,68.85568073315139,71.46008270602088,70.94579019598355,84.03089914202774,69.91709939400717,72.21013995726904,89.7631246502089,72.52607981476332,55.0,3.1,70.0,76.87087730308241,46.20019334096304,76.21343601988632,62.71968888639082,76.6362460312204,71.15615088251728,55.60204150510593,82.87331975062067,71.53121082127396,93.89195774979683,74.17459839759974,68.85568073315139,67.77777738103451,78.89083536206566,86.04607696342231,72.40421413055266,82.00821302173253,75.10292321921145,74.84793019908645,69.51486531017818,73.68618564483812,72.21013995726904,67.21013995726904,20.246283643215026,14.549639020956974,72.88474594136467,70.50348927240083,2.837677018704695,75.10653745177555,96.54738378219754,77.65244952426292,88.50145986275453,1.6990716802164652,81.16289095472469,89.57432700428657
TS026,Telangana Hyderabad 131 University,Telangana,Hyderabad,University,Arts,True,34.10847074586821,57.99416007152621,74.34541065088972,69.43747365871046,70.73485113597117,83.31422086400708,68.98494230011171,70.06346733229921,75.96225969476875,70.71380394669507,71.71483538130586,81.7497727979954,70.76111734991233,60.630417729240826,42.971819355129796,2.9641006799062253,68.70960084994158,71.24682830241687,65.43989614322619,70.52218254783203,82.31881189224197,71.07976416752804,76.70941585296828,77.75698032365715,63.19245420950743,65.95880779199902,91.55450109657781,68.21778319529369,68.98494230011171,71.85598669160372,72.70514965801664,78.77466214203318,72.6513271361889,73.86083553595739,71.4877965725208,72.10920657623743,61.952794714567034,72.91157401394042,81.7497727979954,76.7497727979954,24.033897728980804,12.805753300266916,73.80027052640864,62.61594146601339,1.7695337410910483,73.60036086898573,93.2877696259388,82.02130401730014,88.05658554017485,3.3087967063098445,72.57158912620272,89.95266323888112
TS027,Telangana Karimnagar 26 Institute of Science and Technology,Telangana,Karimnagar,Autonomous,Engineering,True,33.19096962294243,69.24748007855368,51.41455944663811,58.32681466795023,56.02186146872423,59.21551319542936,55.67195772714595,59.70970115924034,52.13063866067386,60.43992693084369,56.14609511704643,58.63656918601611,60.75914698260905,65.68338666089863,47.460021187682436,2.8224030324545843,62.07967283128875,57.39193333373316,73.51184328459,63.69193722112966,76.02227549891498,53.54707748119451,47.72438774175647,70.78834914259942,70.89108049064863,45.507980957692496,94.69424937502241,52.16176631987515,55.67195772714595,52.348784433109486,62.668683638800154,74.43198584192561,56.141117995443,62.915246643831004,55.736225185990975,63.45926607155892,62.80558430432418,57.50825239637229,58.63656918601611,53.63656918601611,11.8129627790159,9.471138523923468,59.52289717380216,48.168052202552474,2.17330741141305,76.69240306844516,97.93914139152302,57.169481938446545,86.06953687275062,1.2694158068437393,59.873212603504605,89.53725951781172
TS028,Telangana Karimnagar 19 Engineering College,Telangana,Karimnagar,Degree,Engineering,True,33.17675451960909,59.91191488184749,53.99576590823061,54.442306579007585,51.03678230679342,52.15369857911364,55.00851189951739,65.00683549660161,57.074347997230916,47.013035998229064,58.976388850739326,55.62041506223142,56.12965443983659,69.91518844473623,42.638238538531105,1.87598218746643,70.08167005579838,55.727725613197045,58.073123739131724,54.89999535189931,69.82060553384176,61.78879388007099,55.33253324336967,70.855361331812,77.51924692676526,55.74753837237924,82.85352471948129,60.99433727251805,55.00851189951739,51.12166752103207,63.136992240308196,75.13733583379793,51.85595186180025,66.29311767586601,47.66927559068133,61.99560054791701,51.59537720607523,54.310573699909156,55.62041506223142,50.62041506223142,18.335904677579386,8.494527517343444,55.356156473273096,49.914732108334256,2.1045562056860145,79.62649781984788,95.50838135311531,52.48249199618793,90.5544643807416,2.502839803952832,55.24243291807266,92.2400289117268
TS029,Telangana Khammam 178 College of Engineering,Telangana,Khammam,Degree,Engineering,True,14.717996742676556,71.03981363390243,59.07652330891357,68.74147405070948,57.2293235223931,57.898815592849296,53.287486118453806,59.3340599043961,63.81096096719104,68.62884895567679,58.91355133469316,60.10168406475291,51.77394988680544,77.83771231911582,56.1983827438301,2.6350351769327514,65.88657381446352,64.36700647338786,71.21004406916302,60.186812778424994,58.83120642954496,56.49007151654392,61.3992395799073,65.49337918446498,53.470841559830816,53.146242494065866,96.47318355822954,59.6291757452175,53.287486118453806,66.16491223232205,67.90909081001439,74.5786019958232,59.83870789831336,61.07325058564541,53.001652369807886,58.837249687125166,70.78440769955454,56.82991867990417,60.10168406475291,55.10168406475291,23.474215488682347,12.817577608174918,60.614164458836235,65.08778828780036,1.9014413270953212,77.83952156747267,90.90714060090323,65.47555133202748,80.59440962628508,1.5283131355552153,66.13369371964289,91.86688591817513
